sentence,sentiment
Not as happy as I was in the 90's,0
"Excellent fit, excellent quality",1
Great value for an odd size,0
The collar does not stretch at all,2
This is false advertising and I am returning it,2
This shirt is so see through that you can see my son's skin and nipples through the fabric,2
Pretty much a waste of money as it will no be acceptable for an orchestra concert,2
"Great for, good fabric",1
I love this shirt,1
As expected,0
Love it-,1
"Nice sheen, quality materials, super comfy, breathable",1
"Great shirt - bought it for my husband for a wedding, it wasn_ see-thru and a great color",1
Fits very well,1
"Great color, texture and quality",1
Nice shirt,1
Beautifull color,1
"Liked this shirt, neat and professional looking and fits perfectly",1
Looks nice and feels good,1
Great shirt,1
Description indicates wrinkle resistant however not sure material reflects description,2
I hate when a review is mandatory,2
I like the shirt,1
Good fitting and looking shirt,1
"Tried the fitted shirts similar to these but they are too tight, these shirts are not baggy and loose like some styles",0
Stays tucked in,0
Well made,1
As I expected from Van Heusen,0
"Perfecto ajuste, muy comoda",1
Needed a white shirt for an interview,0
"Not my first choice of brands, but COVID weight required me to size up",0
It worked,0
Comfortable and looked good,1
Nice shirt,1
Loved it,1
Shirt ok but was not as the one it replaced,0
Amazing fit,1
Excellent quality,1
Very soft material and extremely comfortable,1
Highly reccomend,1
Shirt,0
I have ordered this shirt in every color in the dame size 18,0
36/37,0
However the reach in this shirt is nowhere close to being correct snd is about a 32 in reach,0
I am unsure if we received an irregular,0
Too short,2
Elegent shirt that's just the right size and smooth to the touch,1
Perfect for any job or just going out,1
Fits great _,1
"Looked nice, wrinkle badly and should be ironed to look good",0
The comfort and flexibility of the shirt amazing product,1
Ordered many shirts of the same size and sleeve length,0
The arm length varies greatly on each shirt,1
Mostly too short,2
Fit great,1
"A mi esposo le quedo muy bien, es comoda , fresca y elwgante",0
It was a great purchase,1
It fit perfectly and stretches in the shoulders which makes it more comfortable than my other dress shirts,1
Mi husband loves it,1
Item fit well but don't understand why you're showing it still in delivery,0
These shirts are my favorite,1
This dress shirts it's awesome and is very comfortable,1
I'm about to order more of them,1
they run to the small side,0
"Shirt is way too short I_ 62 and can_ even tuck the shirt into my dress pants, very disappointed",2
Husband really like the fit and the color,1
It is a great looking shirt,1
I love the color,1
Just as Described,0
Holes in the shorts,2
Defective,2
Absolute garbage,2
I was scammed,2
Awesome,1
The groomsmen in our wedding wore these,0
Perfect fit and color,1
Can't close neck,2
Highly recommend,1
This is not a regular fit shirt,2
I ordered two shirts and they both could comfortably fit Shaq,1
The color,0
I just love this shirt,1
It fits perfectly,1
Fits perfectly,1
"Real nice shirt, fits perfect and is proportioned  so it fits and looks good",1
I love the fit and was attending a wedding reception,1
Excelente en t챕rminos de lo que hab챠a comprado,0
Perfecto de talla y modelo,1
It was a little big in the chest,0
Good,1
Quality product,1
My husband absolutely loves his shirt It barely even wrinkles and is very comfortable,1
Two thumbs up,1
Good Good Good,1
awesome,1
I like those,1
will order some more,1
Buen material,0
Little snug on collar but tolerable,0
Love that you can order exact size- couldn_ find in any department store,1
Nothing,0
Loved this shirt,1
Decent,0
Fit and comfort are great - would definitely buy again,1
Great fit,1
Awesome product,1
I_l be back,0
Great quality,1
Nice shirt,1
Easy iron,1
Great,1
Church,0
&nbsp,0
Fabric is thin so is a little see-through,0
Sleeve is shorter than expected so this is the minus 1 star,2
"Other than that, this is a very nice shirt",1
Fits nicely,1
"For reference I'm 5' 8""",0
172cms,0
tall and my weight is 240 lbs,0
109 kgs,0
"Neck 18"", Chest 46"", Waist 45"" and my jeans are 36"" x 30""",0
"If you find this review helpful, please don't forget click on the ""Helpful"" button",0
Thanks,1
This is a nice white shirt for dress or professional wear,1
"And it has a chest pocket, which is a feature that is rapidly disappearing in men_ shirts",0
"It does not have a placket down the front of the shirt where the buttonholes are located, which to us makes this shirt look a little more casual",0
The fit is _s expected,1
"My husband_ neck is between a 15 쩍 and a 16, and he found the size 15 쩍 a bit snug but wearable",0
"The fit is neither slim, nor baggy",0
"in other words, _egular is appropriate",0
The fabric is a bit lighter than the shirts my husband usually wears,0
He prefers a somewhat heavier fabric,0
I liked the weight of this one,1
Then comes the acid test: the laundering,0
"Coincidentally I washed this shirt with a white oxford-cloth dress shirt, a fabric that is my usual gold standard for wrinkle-free performance",0
The Van Heusen was ALMOST as wrinkle-free as the oxford cloth,0
"It would certainly be fine under a jacket and would do for regular office wear, but I think a touch-up ironing would be in order if the wearer wanted to make an especially good impression",0
Fit as expected in neck and sleeves,1
"I will add this caution to gentlemen out there who want to buy dress shirts online without trying them on, make sure to measure your neck and arms",0
"Especially if you have a shirt size in mind, but haven_ worn a dress shirt in a few years",0
"Or go to a department store and try some on, then come back to Amazon and save some money",0
Back to the shirt,0
"Very nice, high end look",1
"No shirt is truly wrinkle free, but this fabric once ironed should stay pretty crisp if you make sure to hang it when you_e done",0
The one thing I wasn_ quite sure on was the _tretch advertised,0
"I thought a stretch neck, or fabric with a little more give would be a great feature for a formal dress shirt, but I grabbed a handful of fabric and tugged, in both the neck and body of the shirt, there was no give at all",0
Just standard fabric,0
"Doesn_ detract at all from the quality or attractiveness of the shirt, just confused me a little because of the stretch advertised in the labeling",0
"Either way this is a very sharp shirt you can wear with a tie to dress it up, or a few buttons down without the tie, maybe even untucked if you wish",0
Still looks good either way,1
"It_ nice and light, as well as breathable which is something we can all appreciate when the temperature rises, or when you find yourself at a stuffy event",1
"Overall good fit, good packaging, hit it with an iron or steamer for a few minutes, toss on a tie and you_e ready to go",1
It will have you looking sharp in no time,0
"I was surprised to see this shirt was made in in Ethiopia, first time I ever had anything made there",0
The quality is standard Van Heusen,0
"I didn_ find anything particularly stretchy in the collar, it did have some give, but don_ expect it to stretch like women_ leggings",0
"I found the lighter patches along the tops of the shoulders a bit distracting, but the look is plainly evident in the listing pics  check out the pics of the models back",0
My 16,0
5 neck/34-35 sleeves were perfectly sized,0
"It_ a regular fit, but for me it fit close to that of a fitted shirt, this one was not at all boxy",0
"I wish they would stop using pins in the packaging, other than that the shirt did not disappoint",2
This is a great shirt,1
It's made with an ultra soft material that is lightweight and comfortable to wear on hot or cold days,1
It looks good with a suit and under a jacket as well,1
It washes well and only needs a light ironing,1
It's a vivid white and there are no flaws that I can find,1
4 stars,1
*If this review helped you make an informed choice about this product in any way I would appreciate it if you take a moment of your time and let me know by hitting the Helpful button and letting me know,0
"I appreciate that you took the time to read my review, Thank you",0
You can never have enough white shirts so I picked this one up for my husband,1
He_ 5,0
10 and about 210 lbs the fit is perfect on him,0
It is on the thinner side and needed  a t shirt underneath but other than that it_ a nicely made shirt with good quality,0
He looks so handsome in it with his black suit on,1
"I washed it on the delicate cycle, and low setting for the dryer took it out as soon as it done and no ironing was needed",0
I'm always excited to try out a new Van Heusen,1
"This regular fit is indeed regular - not too athletic anywhere and can handle a little bit of ""gut""",0
"Finishes, seams, touch and feel, color - all up to par with this brands track record - good plus",0
I don't really notice the stretch collar feature unless I try stretching it by hand - but it certainly doesn't hurt,0
I got the 32''-33'' sleeve - a little short for me at 6' tall,0
This shirt handled the first round of laundry perfectly,0
Strong buy recommendation,1
For $20,0
at time of review,0
", this is a really nice dress shirt",1
The color is saturated and the material is comfortable and nice without looking cheap,1
Fit as expected,1
Perfect work or church staple,1
The flex fit is more comfortable for my husband than the more structured shirts,0
"Would recommend, especially for the price",1
"In my experience, this brand holds up to washing really well",1
This is the size my husband wears in dress shirts and this shirt matched his body type to the T,0
5 8 165,0
It wasn_ too loose or too tight,0
The stitching around the cuffs and buttons were well stitched,1
The material is soft almost silky in texture,1
The collar  and color is just as advertised in the picture,1
These are excellent modern versions of a classic men's dress shirt,1
"Sizing is as expected, which is of course par for the course for a venerable brand like Van Heusen",1
Flex feature improves comfort,1
"Can be washed and cared for at home, but looks best when professionally cleaned and pressed",1
"Van Heusen makes a good shirt, and I've owned them and Arrow for many years",1
"This shirt is a continuation of the line, well made, good value, comfortable, full cut",1
"It's nice enough to wear with a suit, or for a more casual look without a tie",1
"You get classic looks, quality and price",1
A good value,1
Other shirts I've bought have shrunk when dry cleaned making them very difficult to button the top button to wear a tie,0
So far these shirts have not shrunken significantly,0
Hope that continues,0
My only issue with this shirt is the material it's made of,2
I just don't like this stretchy blend of cotton and polyester,2
It's thin and doesn't feel natural,2
I would pick a 100% cotton shirt over this one any day,0
Great shirt with comfortable and perfect fit,1
Great material that looks amazing,1
I don_ own many dress shirts and though this was free I now want to go purchase more options,0
"This shirt feels to be of the cheapest material, and does not feel at all like ""stretch"" material",2
The shirt is also SEE THROUGH in white,0
"Meaning, you can actually see your skin through it",0
Not a quality dress shirt,2
"Fits as expected, workmanship seems to be good",1
"Material is good, smooth and not flimsy",1
Buttons are tight,2
Great quality comfortable material with a stretchy neck,1
It fit as expected and I found no visible defects,1
"Fit like it was made for me, true to size",1
The packaging was very nice,1
I would highly recommend,1
"The dress shirt is good, especially for the price",1
The only thing is that the material its very thin,0
Bought this for my husband,0
It fits well and he likes that the neck expands just a little making wearing a tie more comfortable,1
As pictured,1
"the shirt that showed was mislabeled, was way to small",2
Shirt arrived open and had been either tried on or worn,2
Can_ believe it was such a mess,2
"Very comfortable, good finish",1
Fits very nice,1
I have ordered 2 Blue frost shirts and both had different flaws,2
The first one the top button was not aligned properly and the second one the cuffs was cut way to small,2
I wear Van Heusen shirts all the time specifically this style and i have never had any issues like this,2
The fabric just didnt seem right to me either,2
I question the sellers product legitimacy,2
Purchased for my husband to wear to work at a large box store,0
He has wide shoulders and long arms and he said the future was perfect and the shirts give him great range of motion for work and they are very comfortable,1
Very nice shirt,1
Very comfortable,1
Very stylish,1
"The color is nice, totally subjective I know but I like it, fit and finish are very good",1
"It appears so be fairly sturdy, I like to roll my sleeves up to the elbow and every now and then my bony elbows will rip the sleeve open if it doesn't ride up when I bend my arm",0
With this Van Heusen Dress shirt so far so good,1
"Each time I've worn this one, recently, we've had 90 degree plus days, yet I don't feel uncomfortable wear and working in, it is not sticking too me unlike some shirts",1
"The collar is a good fit for me, that is a big deal for me as it is hard to find a shirt that has long enough arms, a good chest size and not too tight or too loose in the neck",1
Most off the shelf shirts that fit elsewhere try to strangle me or make me look as though I have lost too much weight too quickly,0
"Bottom line, I like this shirt",1
It is amazing how much a little stretch material in a dress shirt to make it much more comfortable,1
"I found that the cut of the shirt was perfect, it has a tailored fit",1
But still enough room in the collar,0
"I_ 5 6, 165 and wearing a size 15",0
I also like how it is styled,1
"Clean white, fabric doesn_ seem to hold stains, and the collar lays nicely",1
this shirt is awesome,1
the money I well spent the quality amazing  it feels very comfortable it moves with you the flex material great I'm ordering another shirt right at this moment thank you,1
"I ordered 17"" Neck 32""-33"" Sleeve",0
X-Large,0
Quality is good and fitting is perfect,1
I usually have hard time finding correct sleeve size,0
I will be ordering few more,1
I purchased this as a gift and he loved it,1
It fit perfectly and true to size,1
"Good quality he said, so I am happy if he is happy",1
I was sceptical about getting the shirts but now I have three we really like them,1
Excelente calidad estoy muy satisfecho,0
Muy buena camisa para el trabajo,0
good product,1
Dear Potential Buyers,0
before you buy I would like you to know a few facts about this product,0
The color is cream - close to ivory,0
"it is not white, in fact it is far from white",0
If you have a high performance job,0
"a waiter,  a barman or you spend some  hours in office wearing the  suit",0
", than you will feel like wearing a plastic bag - wet and uncomfortable with strong sensation of aching",2
The information,0
on website and on shirt's  label indicates that it is 100% cotton,0
It is not,2
"It is 100% polyester, uncomfortable to use",2
"This shirt,  20-30 minutes after ironing, will lose it shape, and you will look like a rickshaw  driver after very long rainy day",2
"The price for 100% polyester shirts is usually 70% cheaper  than cotton, because difficult to wear in cold or hot days",2
"From the ethical point, looks like ""Amazon"" is taking very  strange business direction, by selling polyester as a cotton",2
"It is not ""Essential"" it is ""Strategic Mistake""",2
I returned the item,2
Not acceptable,2
I purchased a 16??32-33??French Blue shirt,0
"Very much liked the color, the fabric, the fit when I first tried it on",1
It washed up nicely,1
I liked it so much that I anticipated buying two to three more,1
"So, what?s the problem?  Well, when I put it on and with my hands at my side everything is great, however if I move my arms or do almost anything, the sleeves become 1-3 inches too short and I must return my hands to my sides and pull the sleeves back down",2
It seems like the shirt is just too small across the back,2
I'm really happy I decided to order one of these shirts,1
"I was looking to buy a red/blue tattersall and when I saw this, I figured it was worth a shot",1
"I typically wear Brooks Brothers non-iron shirts, and while these aren't the same quality, they are definitely comparable to brands such as Calvin Klein",1
"For the money, it is a fantastic value and I would have given it 5 stars had it not run pretty small",1
"This is marketed as a 'regular fit', and while I am certainly a large guy",0
6'3 250,0
", I expect a regular fit shirt to be relatively loose fitting given the measurements I buy",0
17,0
"5, 35",0
"This will not fit you if you are, sorry, very overweight or obese",0
"I am going to order a 18"" neck next time and see how it fits",0
I bought this dress shirt from Amazon Basics and another dress shirt of the same size / color Kirkland brand from Costco as a test for which $20 men's long sleeve dress shirt is better,0
Costco wins,2
Comfortably,0
The Amazon Basics shirt looks thinner and cheaper,1
It's fabric is a bit stiffer and less comfortable,2
"Either the sleeves are a bit shorter for the listed size, or the shirt shrank -- neither of those options is good",2
"Lint and fuzz cling to the Amazon shirt more, even though I washed it and the Costco shirt at the same time",2
"Overall, it's not an awful shirt, but if you've got access to a Costco, the choice for a $20 men's dress shirt is easy, and it's not Amazon Basics",2
These dress shirts are great,1
"They are a nice white, fit well and awesome price",1
Can?t beat 20 bucks for a dress shirt anywhere else,1
"I first got this size shirt in the slim fit but was a little too tight for me, wanted more maneuverability of my arms",2
some people might like that tight though,1
So returned it no problem and got the regular fit and couldn?t be happier,1
Absolutely love it,1
Must buy,1
Oh and it really is non-iron,1
Comes out of wash great,1
This shirt surpassed my expectations for this price point,1
I have been ordering another brand from Amazon and the quality of the Amazon Essentials shirt is so much better and the fit is better,1
"For all my dress shirts, this is going to be the shirt I buy",1
"When I lose a little weight, I will be buying Amazon Essential pants also",1
Everything I have bought from Amazon Essentials so far has been excellent quality at an affordable price,1
I'm hooked,1
I bought this for my husband after I ran one of his white shirts in a colored wash and it came out gray,0
He put this on as soon as I have it to him and really loves it,1
I did notice that it is a bit see-through,2
But he doesn't mind that his undershirt shows through,1
This is a very well constructed shirt for the average size man,1
"highly recommend, ",1
but if you are a BIG size man then this is not the shirt for you,2
It is way to small in the stomach,2
The sleeves and neck size are fantastic,1
Fantastic price,1
This is the first time I have been disappointed by Amazon Essentials and I have bought several other items - which were all good,2
The fabric used for this shirt is just not right,2
The label says cotton but I have my doubts,2
Too shiny and doesn't feel right,2
"Super grabbed lint, etc",2
Reminds me of a gangster shirt,2
Someone at Amazon Essentials dropped the ball,2
I will never wear this shirt,2
"Sorry, Amazon, but this is bad",2
"Way undersized, bought a Van Heusen shirt with this one, exact same neck and sleeve measurements",2
"The Van Huesen shirt fit fine, this one I could not even button",2
I give it one star as the fabric was bright and colorfull,2
"I got the Van Heusn, a Steve Land, and 2 AMazon shirts",0
"Steve Land was 10$ more than others Van Husen was 23, Amazon was $20",0
Steve Land was the best as the black was a real black,0
Fit was great and so was the fabric 100% cotton,0
"THIN, but I wear a black undershirt",0
Still thin,0
Amazon Essential 2nd best,1
"NOT the Solid Poplin, this was wrongly sized",2
", as it is almost a black indigo",2
"You cant tell unless you hold it up with a actual black shirt or if you are matching black pants, it can be a issue in day time",2
"Also it is 100% cotton, fit is a bit snug on chest , BUT it may get worse with washing",2
"I also purchased a 2nd Amazon shirt which fit great and the fabric was not see through, and it was more a casual threading as it has a micro wrinkle look vs a candle wax like dress shirt look",1
"This is a great shirt also, yet suffers the dye ink of the indigo black, and not a true black",2
Still I am keeping these and returning the VanHusen,1
"I was never a fan of them, and now I know why a few discerning others felt the same",2
:-,0
"This shirt is the Wrinkle resistant, regular fit, and besides the size measures it shows a L/XL/XXL indication",0
"The ""Poplin essential"" does not show that and the midsection stomach area runs rather tight for a 37"" sleeve with 18""neck",2
The midsection was a tight 46,0
"I love the quality of this shirt, the fitting, and the price",1
This shirt outshines the $60,1
0,0
men's warehouse,0
shirts I usually buy in terms of all of the above,0
"Not to knock my other shirts, because I still love them as well but I am definitely buying these from now on",1
"I am 5'7"" and 180#, a little on the chunky side",0
I used to lift weights so my chest,0
I dont know the size,0
"is a little bigger, not in the way I would like-so a nice, good looking fit is sometimes difficult to achieve, but this shirt manages to make me feel comfortable and make me look nice and fitted",1
This review is based on wearing the shirt once all day,0
I ordered an 18 1/2 neck 34-35 sleeve length,0
I am 6 feet 250 LBS,0
I am pleasantly surprised that the shirt fit perfectly and irons easily,1
It did not feel like I was wearing a piece of linen--it did not become wrinkly even after wearing it all day,1
The fabric kept it's shape all day like the comparable premium store bought brand,1
Note that this shirt is a classic fit with the traditional fabric,1
not the stretch-flex kind,1
"I cannot vouch for it's durability over time but for the price, I will come back to buy another",1
These were a replacement because I couldn't find the shirt I purchased prior,0
It appears Amazon replaced a prior shirt with this version,0
In any case I bought these for my boyfriend and the material is definitely a lower quality,2
Not nearly as soft and the neck chafes him so badly that he can't wear these shirts,2
you'll also want to be sure not to wash it with anything else because it picks up everything else in the washer and dryer,2
It's a shame really because the shirt itself fits perfectly fine,1
Disappointed and searching again,2
I just got this a few days ago and washed it,0
It fits well,1
The only issue I have is that the collar stays can come out in the washing machine/dryer and get lost,2
"over the past years, I have only bought shirts that have collar stays sewn in so they don?t get lost",0
"I basically drilled two small holes in the stays and sewed them into the collar, and they now stay in",0
"At this price, And otherwise good quality, I am happy to buy more and see the collar stays in the other shirts also",1
I was looking for a full cut shirt that could be worn untucked,0
I ordered 15,0
5X32-33,0
These shirts are very nice but the cut is too snug for me,2
"Also, the sleeves were definitely 32 and not 33",2
"I'm 5'10"" and weigh 170",0
I ordered this shirt and it ripped in the area pictured after a few wears,2
There was no excessive use or wear at that point in my opinion so I submitted a return,0
Amazon graciously offered me a new shirt,1
"I was supposed to return the other one, and didn?t so I ended up being charged for both",0
That?s fine because it was my fault for not returning the shirt,0
But now the second shirt has also ripped in a similar fashion,2
the one pictured,0
Just a heads up that these shirts appear to have a flaw,2
"Brand new, the cut seems as nice as high quality",1
"brands, and the fabric seems to be higher quality,",1
also,0
I bought two of these shirts because I needed the 16 1/2 neck size,0
I really like how easy it is to button the neck button because I had a mild stroke five years ago that affected my left hand a bit,1
The fit is perfect and the quality is first class,1
"Being retired I don't wear a dress shirt that often, but when I do  I don't want to have to fight to get dressed",1
Buy this shirt,1
You won't be disappointed,1
Have been buying Amazon essentials white shirts for a while,0
Recently started noticing that the shirt buttons are cracking or cracked,2
Also noticing that the quality of the shirts does not stand up to dry cleaners,2
Don't know how many shirts I have offhand but I am going to stop buying for a while,2
Too bad,2
"With regard to material, these amazon 100% cotton shirts are not as high-quality as ""designer"" 100% cotton shirts like you could buy in department stores",2
"The problem is it's hard to find 100% cotton shirts in the department stores these days, at least out my way",0
"The shirt fits well--not that ""slim fit"" for guys that eat one lettuce leaf a day",1
"For the price, it's a very good shirt",1
"Shirt looks fantastic, and the collar is great for collar stays",1
Very good looking shirt and I am very pleased with it,1
Can use either casual or fully dressed up with a suit and tie,1
These shirts fit great and look very sharp,1
My only complaint is that the collars fabric is very rough,2
Wearing this shirt all day is impossible for me since it makes my neck feel raw,2
I solved this by buying a piece of disposable stick on fabric that serves as a collar protector,2
It?s the only way I can wear these shirts comfortably,2
Needed a white shirt for my husband to wear to our sons wedding,0
He has several expensive shirts that didn?t fit at the neck,0
He was uncooperative in going to the store to buy one so I tried Amazon because of the quick shipping,0
Great fit,1
Looked great and no one knew it was inexpensive,1
Thanks,1
You get what you pay for with this shirt,1
"The fabric is very thin and the sleeves are too short, particularly when you bend your arms",2
"I was disappointed as I really like the Amazon polo t-shirts for warmer months, but I won't be buying any more of these",2
I normally where a 17??but ordered a 17 1/2,0
Collee was great but chest and waste was tight,2
Suppose to be regular fit ???,0
Sizing okay,1
Style? Not so much,2
Picture makes it seem like small squares pattern,0
reality is fairly large ?plaid??- highly unflattering unless you?re a bean pole,0
So these shirts are supposed to be 100% cotton,0
The material is beyond stiff that it actually left scratch marks in my biceps,2
Fits fine but definitely not breathable nor comforrable to wear,2
This shirt is really nice,1
I wasn?t sure at first when I purchased it because it was an Amazon branded shirt but it?s one of my favorites,1
I have to wear a dress shirt to work everyday and hate to spend a lot of money on them so the price right on this one so I gave it a chance,0
"It looks great, fits great and comes out of the dryer without wrinkles",1
Great shirt,1
"I was looking for a pink shirt to add to the single pink shirt that I have, and I clicked on a the color that I wanted",0
"However, when the shirt was delivered, the color was not the shade that I ordered",2
it was almost white,2
"I seldom return items, and did not return this shirt",0
I will simply use it as one of my white shirts,0
Lovely satin like fabric,1
Looking forward to buying more shirts from this brand,1
Only wish they were not so wasteful with the packaging,2
There are plastic inserts AND cardboard just to prop up the collar,2
The metal pins are also quite unnecessary,2
A great dress shirt,1
Comfortable and just the right weight,1
Nicely made with no loose threads,1
Fit is pretty much as expected,1
Seems to be holding up after being dry cleaned a few times,1
5 out of 5 stars,1
My only gripe is that I was expecting the stripes to be more subtle and less bold,2
"This is just my personal taste, but I wanted to wear this with a suit and tie, and the stripes seemed too bold for me to do that",2
"Otherwise it fit my 5???? 156lb frame perfectly and it?s suitable for casual Fridays, and with dress slacks and no tie",1
I wanted a new white all-cotton shirt,0
"Contrary to some other reviews, my shirt had a front pocket",0
"I am 5'8"" and 130"" and the 15"" x 32""/33"" shirt fit me fine",1
I would have liked for the sleeves to have been,2
"5"" longer but that is not a major issue",2
My only caution is that the shirt has not been washed yet so I cannot say anything about shrinkage,0
I love this shirt,1
"It is nicely breathable, fits like it should, and the collar keeps its form",1
Iron it with a little spray starch and it looks like it came from dry cleaners,1
"I have lots of higher end, more expensive shirts, but this one is in my weekly rotation during the summer",1
"33""-34"" is the normal length of long sleeves that I wear",0
"The first shirt I ordered with 32""-33"" sleeve length, but they were too short",2
"Fortunately, the shirt fit my son perfectly",1
"Since I really liked the shirt, I reordered 34""-35"" sleeve length and it fits me well",1
The shirt fits great and looks good out of the dryer,1
Unfortunately even after ironing it looks like it has static cling,2
I like that the Amazon essential regular fit shirts can be ordered by neck and sleeve size,1
The Amazon shirt fit at the waist is not baggy  and tucks in nice,1
Unfortunately I will not be purchasing again due to the unprofessional look of the shirt even after ironing,2
*Purchased for my husband to wear weekly with church pants,0
and suit,0
"This shirt works great as a basic, button down, dress shirt for men",1
The only thing that we don?t love about it is the fact that the sleeves can?t take cuff links,2
But it works nicely for church every week,1
"These shirts, made in Vietnam, are labeled ""Regular Fit",0
""" IME, they are not",2
"They seem to be more ""slim fit",2
""" I bought several on account of the price",0
Returned them all,2
"After all that, I will say they are made of good material and nicely sewn",1
I was hoping for a shirt that fit like a Brooks Brothers Regent fit 16,0
5 or 17 by 37,0
This is definitely tighter and too short to be a 37 sleeve length,2
I don't love the fabric,2
The sleeves are tight on my arms,2
"I'm 6'4"" 235, not huge arms",0
The neck was to tight ,2
but the rest of the shirt fit him perfectly,1
He looked so handsome,1
Neck was good,1
"Chest too small could not button, but I am a chesty female",2
"I shop mens because the fabric is thicker, warmer and overall it is higher quality than what is found in women's department",1
Length of sleeves was good,1
I will look for a larger size,0
"A great-looking, great-performing white shirt",1
Wrinkle free and not too see-through or anything like that,1
Fit as expected,1
This shirt is really a great value for the money,1
Thanks,1
This product was much too small for a regular fit 17 34/35,2
It was almost 2 inches from closing around my chest and stomach,2
"I'm 6'3"" 250 lbs and this size in other manufacturers fits just fine",0
Amazon should stay out of the manufacturing business and just ship products,2
"If you want a good shirt for about $20, these are great",1
I now have 3 different colors and very happy with them,1
"I am sure there are others with smoother fabric, but not for this price",1
Highly recommend them,1
"Nice, regular white shirt",1
Disappointed just a little that I had to get such a large neck size to get the right body fit,2
"I am assuming that the shirt fits well, because my brother is kinda picky",1
He asked for them because he liked wearing the same manufacturer and style in the past,1
Shirt was not as described,2
Amazon description was white shirt with blue stripes,2
Delivered shirt was white shirt with LARGE BROWN and blue stripes,2
Online picture also only showed narrow blue stripes,2
Very disappointing,2
I ordered a black one because my son needed to wear black shirt for his orchestra concerts,0
Unfortunately the shirt looks more dark navy than black amongst other players wearing black,2
Too late to return,0
"If you need real black shirt, do not order this",2
I love the fit on this shirt and the quality is great for the $,1
"I am 6' 2"" and 180 lbs",0
so I bought 3 of the slim fit as I normally fit in them better but the Amazon regular fit is actually pretty slim and a better fit for me,1
My husband is very muscular but short so finding him shirts is a struggle,0
5?? 17 1/2 neck,0
these shirts are affordable AND fit great,1
Nice material,1
We?re buying them in all the colors,0
Amazing for the price,1
Even without the great price a solid build of a shirt,1
I just got the shirt so my review is based on one try- on and no day to day wearing,0
The shirt looks to be well made,1
The material appears to be of good quality and is classy looking,1
I gave it four star because I have not had a chance to wear it for an extended time,0
Tight fit in the arms and chest,2
This is such a comfortable and professional work shirt,1
"The only complaint was that it was a little tighter on the shoulder/upper chest, but not bad",2
"If you are bulkier in this area and prefer the shirt slightly loose, then get a size bigger to avoid the ""slim fit",0
""" Would definitely order more of these",1
This brand is my sons go to,1
"It is well-made, is offered with longer arm which is always a problem for the man in my family",1
"Excellent cut, excellent fabric and as a seamstress, this is very important to me",1
fits well although I tried the slim fit which I usually have and that was tight,0
This fits just right,1
good quality and great value for money,1
Received the item crumpled in a plastic bag not the original packaging,2
I'm a professional,0
I like to use new shirts right out of the package,2
Impossible with this,2
It needs to go to the dry cleaners to be pressed,2
Now I have to wait for a refund before I can replace the shirt,2
This has never happened before,2
I'm quite disappointing,2
I washed and dried the shirt after trying them on to make certain they fit,0
"Initially, they fit great, but the shirts shrunk about 2 sizes after washing and drying and no longer fit at all",2
My Van Heusen shirt did not shrink,0
I would not recommend the Amazon Essentials shirts at all,2
I plan to return them and buy more Van Heusen shirts,2
I've worn a 16 1/2 x 34 dress shirt for over 20 years but this shirt did not fit me,2
"Also, the fabric is very thin for a dress shirt",2
"Accordingly, I returned it to Amazon and received a refund",0
a little tight at the waist,2
I really love the Amazon Essentials line,1
"For everyday casual clothing, you can't beat them",1
I own 3 shirts like these and they look great after 3 months of washing and wearing,1
I recommend looking at the polo,0
golf,0
shirts too,0
"This is a beautiful shirt, really looks good with all colors of sweaters",1
Nice fall and winter look,1
Thank you,1
I?m never buying another type of dress shirt,2
This is thin and cool so I?m looking forward to the summer with this shirt,2
This shirt fits like the general sizes as a regular fit,0
This is the dress shirt for the professionals,0
I?m 5????and about 200 lbs,0
I got a 17??and 34/35 sleeve length and it fits great,1
This seemed like more of a slim fit shirt,0
The cheat was tighter and so were the sleeves,2
Plus the pocket was placed a little to high on the shirt,2
I returned them,2
Surprisingly nice and good fitting shirt,1
Hard to believe that it's 100% cotton,1
Much Much nicer than any 100% cotton wash and wear shirt that I've ever owned,1
This I have been wearing to work,0
looks good,1
Fit as expected and I have had no issues,1
Held up over a couple of washes too,1
I like the price for the item and it fit me true to size,1
"This shirt was very tight around the chest and midsection, unlike every other shirt this size that I own/wear",2
Cannot comfortably wear it,2
Disappointing because it looked to be a nicely made shirt for a very reasonable price,2
It wasn't washed or dried - no shrinkage,0
Just runs small/tight,2
Huge value,1
"These shirts are constructed well, fit as expected, and don't cost a ton",1
Makes you wonder how companies can sell their shirts at $100+ when these are available,1
The sleeves and collar fit very nicely,1
However the body is more like a slim fit cut and that?s a problem when you?re a bigger guy like myself,2
When with a sweater it looks great and can leave a button undone if needed,1
Real decent shirt for the money,1
Good fit for a big guy,1
"Big as in fat, not athletic",2
"I have been wearing this on Zoom calls for 7 months now, hasn't needed ironing or washing yet",1
I normally wear a 17 1/2 and I am a 2 xl so like a 50 chest,0
I ordered a 18 /36 and the neck is way big and the body is made for a basketball player not a former Defensive lineman,2
I can button it but it is ridiculous,2
The good thing is its 20,1
00 and a nice fabric and weight,1
"Everything about the shirt is very good, the quality of fabric is fine, I would think you needed more thread count but then the price may go up",1
Product made in China,0
For some reason fit somewhat small,2
I have other shirts made in Bangladesh and they are a much better fit for the same size,2
"Fabric is not the softest, but I'd pick this shirt over the competitors who offer shirts at 3x the price",1
